distance_km,nominal_speed_kmph,slope_deg,rainfall_mm,risk_score,elevation_m,vehicle_type,nominal_time_mins,actual_time_mins,delay_mins,delay_probability,primary_delay_cause
226.24,33.8,6.0,51.96,0.486,320,Heavy Supply Truck (16T),402.2,682.3,280.1,0.418,Standard Mountain Traffic Flow
286.14,33.8,18.0,19.11,0.516,1500,Heavy Supply Truck (16T),508.7,804.3,295.6,0.39,Standard Mountain Traffic Flow
46.87,30.0,16.0,14.54,0.395,2100,4x4 Hill Freight Carrier,93.7,128.7,35.0,0.298,Standard Mountain Traffic Flow
68.36,20.0,31.4,116.27,1.0,4170,4x4 Hill Freight Carrier,205.1,652.5,447.4,0.874,Torrential Rainfall & Reduced Visibility
441.96,45.0,8.5,13.41,0.315,350,4x4 Hill Freight Carrier,589.3,746.7,157.4,0.241,Standard Mountain Traffic Flow
59.47,45.0,12.8,15.8,0.446,240,Refrigerated Medical Van,79.3,115.3,36.0,0.336,Standard Mountain Traffic Flow
57.97,30.0,16.0,3.46,0.384,2100,Refrigerated Medical Van,115.9,151.1,35.1,0.274,Standard Mountain Traffic Flow
84.07,34.5,26.5,16.75,0.659,2450,Light Disaster Utility (4WD),146.2,268.9,122.7,0.486,Steep Mountain Grade & Hairpin Bends
48.63,33.8,12.8,22.17,0.398,240,Heavy Supply Truck (16T),86.5,137.7,51.3,0.312,Standard Mountain Traffic Flow
98.08,34.5,26.5,33.92,0.737,2450,Light Disaster Utility (4WD),170.6,572.4,401.8,0.567,Active Landslide Clearance / Road Blockage
56.77,45.0,12.8,1.4,0.355,240,Refrigerated Medical Van,75.7,95.0,19.3,0.251,Standard Mountain Traffic Flow
136.41,23.0,14.5,72.65,0.46,1550,Light Disaster Utility (4WD),355.9,626.1,270.3,0.431,Torrential Rainfall & Reduced Visibility
517.0,51.7,18.0,8.98,0.565,1500,Light Disaster Utility (4WD),599.4,969.1,369.7,0.409,Standard Mountain Traffic Flow
280.99,51.7,22.0,71.59,0.95,1400,Light Disaster Utility (4WD),325.8,918.0,592.2,0.773,Torrential Rainfall & Reduced Visibility
99.63,20.0,14.5,112.41,0.621,1550,4x4 Hill Freight Carrier,298.9,697.2,398.3,0.603,Torrential Rainfall & Reduced Visibility
140.87,34.5,26.5,1.65,0.601,2450,Light Disaster Utility (4WD),245.0,403.6,158.6,0.423,Steep Mountain Grade & Hairpin Bends
108.91,22.5,26.5,7.59,0.702,2450,Heavy Supply Truck (16T),290.4,547.2,256.8,0.503,Steep Mountain Grade & Hairpin Bends
278.19,51.7,22.0,6.35,0.595,1400,Light Disaster Utility (4WD),322.5,593.2,270.7,0.426,Active Landslide Clearance / Road Blockage
78.72,30.0,26.5,6.68,0.624,2450,Refrigerated Medical Van,157.4,270.5,113.1,0.447,Steep Mountain Grade & Hairpin Bends
52.36,51.7,12.8,16.04,0.412,240,Light Disaster Utility (4WD),60.7,139.5,78.8,0.312,Active Landslide Clearance / Road Blockage
101.28,30.0,24.2,26.02,0.645,3200,Refrigerated Medical Van,202.6,395.1,192.6,0.491,Steep Mountain Grade & Hairpin Bends
123.44,22.5,26.5,5.46,0.567,2450,Heavy Supply Truck (16T),329.2,528.1,198.9,0.405,Steep Mountain Grade & Hairpin Bends
85.17,30.0,24.2,12.95,0.711,3200,Refrigerated Medical Van,170.3,541.4,371.1,0.517,Active Landslide Clearance / Road Blockage
158.17,45.0,4.2,25.02,0.242,95,4x4 Hill Freight Carrier,210.9,263.5,52.6,0.207,Standard Mountain Traffic Flow
137.62,34.5,26.5,17.11,0.61,2450,Light Disaster Utility (4WD),239.3,454.2,214.9,0.453,Active Landslide Clearance / Road Blockage
89.85,20.0,31.4,22.08,0.942,4170,Refrigerated Medical Van,269.6,866.3,596.7,0.693,Active Landslide Clearance / Road Blockage
472.4,51.7,21.0,51.63,0.785,1650,Light Disaster Utility (4WD),547.7,1386.2,838.5,0.627,Active Landslide Clearance / Road Blockage
272.21,45.0,8.5,46.28,0.425,350,Refrigerated Medical Van,362.9,614.8,251.8,0.367,Active Landslide Clearance / Road Blockage
252.06,51.7,4.2,65.61,0.37,95,Light Disaster Utility (4WD),292.2,466.2,174.0,0.357,Torrential Rainfall & Reduced Visibility
91.16,23.0,31.4,60.68,0.939,4170,Light Disaster Utility (4WD),237.8,649.8,412.0,0.748,Torrential Rainfall & Reduced Visibility
119.67,23.0,14.5,27.97,0.348,1550,Light Disaster Utility (4WD),312.2,430.5,118.3,0.285,Standard Mountain Traffic Flow
569.98,45.0,21.0,70.45,0.72,1650,4x4 Hill Freight Carrier,760.0,1700.4,940.4,0.609,Torrential Rainfall & Reduced Visibility
479.44,51.7,8.5,20.41,0.376,350,Light Disaster Utility (4WD),555.9,765.9,210.0,0.294,Standard Mountain Traffic Flow
143.36,51.7,6.0,21.59,0.334,320,Light Disaster Utility (4WD),166.2,221.1,54.9,0.266,Standard Mountain Traffic Flow
129.79,30.0,26.5,36.93,0.759,2450,Refrigerated Medical Van,259.6,655.1,395.5,0.587,Active Landslide Clearance / Road Blockage
484.19,51.7,18.0,67.17,0.773,1500,Light Disaster Utility (4WD),561.4,1550.2,988.9,0.642,Active Landslide Clearance / Road Blockage
137.97,20.0,14.5,67.11,0.435,1550,Refrigerated Medical Van,413.9,701.1,287.2,0.406,Torrential Rainfall & Reduced Visibility
220.17,51.7,6.0,23.41,0.346,320,Light Disaster Utility (4WD),255.3,345.5,90.3,0.277,Standard Mountain Traffic Flow
451.36,45.0,21.0,41.05,0.868,1650,Refrigerated Medical Van,601.8,1471.8,870.0,0.669,Steep Mountain Grade & Hairpin Bends
110.76,22.5,26.5,31.3,0.513,2450,Heavy Supply Truck (16T),295.4,483.9,188.5,0.406,Steep Mountain Grade & Hairpin Bends
496.94,45.0,21.0,9.8,0.701,1650,Refrigerated Medical Van,662.6,1330.4,667.8,0.505,Active Landslide Clearance / Road Blockage
50.6,33.8,12.8,108.33,0.76,240,Heavy Supply Truck (16T),89.9,386.6,296.6,0.694,Active Landslide Clearance / Road Blockage
423.36,33.8,18.0,5.02,0.504,1500,Heavy Supply Truck (16T),752.6,1123.0,370.3,0.361,Standard Mountain Traffic Flow
433.79,45.0,8.5,46.14,0.425,350,4x4 Hill Freight Carrier,578.4,910.4,332.0,0.367,Standard Mountain Traffic Flow
466.11,33.8,8.5,52.4,0.441,350,Heavy Supply Truck (16T),828.6,1395.5,566.9,0.387,Active Landslide Clearance / Road Blockage
274.42,45.0,8.5,16.25,0.279,350,4x4 Hill Freight Carrier,365.9,454.4,88.5,0.22,Standard Mountain Traffic Flow
198.25,45.0,4.2,27.57,0.243,95,Refrigerated Medical Van,264.3,333.9,69.5,0.211,Standard Mountain Traffic Flow
43.22,30.0,16.0,45.55,0.539,2100,4x4 Hill Freight Carrier,86.4,151.5,65.1,0.445,Standard Mountain Traffic Flow
478.54,51.7,18.0,3.28,0.579,1500,Light Disaster Utility (4WD),554.8,948.5,393.6,0.41,Active Landslide Clearance / Road Blockage
290.22,45.0,8.5,2.6,0.269,350,Refrigerated Medical Van,387.0,450.1,63.2,0.192,Standard Mountain Traffic Flow
140.68,15.0,14.5,13.54,0.343,1550,Heavy Supply Truck (16T),562.7,732.3,169.6,0.261,Standard Mountain Traffic Flow
215.22,33.8,22.0,20.84,0.631,1400,Heavy Supply Truck (16T),382.6,689.8,307.2,0.473,Steep Mountain Grade & Hairpin Bends
123.42,34.5,26.5,42.76,0.722,2450,Light Disaster Utility (4WD),214.6,663.0,448.3,0.57,Active Landslide Clearance / Road Blockage
473.92,45.0,8.5,9.3,0.28,350,Refrigerated Medical Van,631.9,763.3,131.4,0.21,Standard Mountain Traffic Flow
124.85,20.0,14.5,19.39,0.334,1550,Refrigerated Medical Van,374.5,494.3,119.7,0.263,Standard Mountain Traffic Flow
80.76,33.8,12.8,39.16,0.425,240,Heavy Supply Truck (16T),143.6,220.9,77.3,0.356,Standard Mountain Traffic Flow
338.95,45.0,8.5,0.61,0.269,350,4x4 Hill Freight Carrier,451.9,521.4,69.4,0.189,Standard Mountain Traffic Flow
72.34,20.0,31.4,21.1,0.827,4170,4x4 Hill Freight Carrier,217.0,709.4,492.4,0.611,Active Landslide Clearance / Road Blockage
49.31,45.0,12.8,13.81,0.406,240,4x4 Hill Freight Carrier,65.8,91.1,25.3,0.305,Standard Mountain Traffic Flow
107.48,20.0,14.5,13.41,0.239,1550,4x4 Hill Freight Carrier,322.5,383.4,61.0,0.188,Standard Mountain Traffic Flow
213.68,45.0,4.2,57.52,0.421,95,Refrigerated Medical Van,284.9,514.4,229.5,0.381,Active Landslide Clearance / Road Blockage
481.98,33.8,21.0,37.54,0.663,1650,Heavy Supply Truck (16T),856.8,1726.0,869.1,0.52,Active Landslide Clearance / Road Blockage
61.62,45.0,12.8,13.18,0.375,240,Refrigerated Medical Van,82.2,136.4,54.2,0.282,Standard Mountain Traffic Flow
100.33,30.0,24.2,44.02,0.805,3200,Refrigerated Medical Van,200.7,569.7,369.0,0.629,Active Landslide Clearance / Road Blockage
52.52,33.8,12.8,0.27,0.38,240,Heavy Supply Truck (16T),93.4,145.3,52.0,0.267,Standard Mountain Traffic Flow
309.26,45.0,18.0,28.42,0.639,1500,4x4 Hill Freight Carrier,412.3,765.6,353.3,0.49,Standard Mountain Traffic Flow
388.19,51.7,8.5,10.62,0.259,350,Light Disaster Utility (4WD),450.1,537.4,87.3,0.197,Standard Mountain Traffic Flow
44.53,45.0,12.8,1.14,0.406,240,Refrigerated Medical Van,59.4,112.9,53.5,0.286,Active Landslide Clearance / Road Blockage
240.18,51.7,22.0,21.58,0.705,1400,Light Disaster Utility (4WD),278.5,729.9,451.4,0.526,Active Landslide Clearance / Road Blockage
176.48,51.7,4.2,3.89,0.05,95,Light Disaster Utility (4WD),204.6,210.1,5.5,0.05,Standard Mountain Traffic Flow
172.01,45.0,6.0,31.23,0.376,320,4x4 Hill Freight Carrier,229.3,328.2,98.9,0.31,Standard Mountain Traffic Flow
203.97,45.0,4.2,29.05,0.32,95,Refrigerated Medical Van,272.0,367.3,95.3,0.267,Standard Mountain Traffic Flow
414.13,33.8,8.5,22.92,0.387,350,Heavy Supply Truck (16T),736.2,1079.5,343.3,0.305,Active Landslide Clearance / Road Blockage
451.68,45.0,8.5,16.98,0.421,350,4x4 Hill Freight Carrier,602.2,856.1,253.9,0.32,Standard Mountain Traffic Flow
118.36,23.0,14.5,2.21,0.165,1550,Light Disaster Utility (4WD),308.8,331.4,22.7,0.119,Standard Mountain Traffic Flow
76.92,45.0,12.8,0.94,0.395,240,4x4 Hill Freight Carrier,102.6,133.9,31.4,0.278,Standard Mountain Traffic Flow
140.85,30.0,26.5,1.67,0.627,2450,Refrigerated Medical Van,281.7,478.3,196.6,0.441,Steep Mountain Grade & Hairpin Bends
116.91,30.0,26.5,16.75,0.615,2450,4x4 Hill Freight Carrier,233.8,409.3,175.5,0.456,Steep Mountain Grade & Hairpin Bends
117.0,23.0,14.5,19.56,0.245,1550,Light Disaster Utility (4WD),305.2,373.9,68.7,0.201,Standard Mountain Traffic Flow
155.43,33.8,4.2,28.44,0.277,95,Heavy Supply Truck (16T),276.3,359.4,83.1,0.237,Standard Mountain Traffic Flow
308.26,45.0,22.0,15.8,0.752,1400,Refrigerated Medical Van,411.0,836.9,425.9,0.55,Steep Mountain Grade & Hairpin Bends
140.85,22.5,26.5,60.17,0.779,2450,Heavy Supply Truck (16T),375.6,1002.2,626.6,0.636,Active Landslide Clearance / Road Blockage
232.49,45.0,22.0,25.72,0.728,1400,Refrigerated Medical Van,310.0,788.9,478.9,0.548,Active Landslide Clearance / Road Blockage
205.37,51.7,6.0,21.39,0.298,320,Light Disaster Utility (4WD),238.1,306.6,68.5,0.24,Standard Mountain Traffic Flow
64.94,30.0,24.2,36.63,0.754,3200,4x4 Hill Freight Carrier,129.9,489.6,359.7,0.583,Active Landslide Clearance / Road Blockage
353.23,45.0,8.5,79.15,0.685,350,Refrigerated Medical Van,471.0,1248.3,777.3,0.598,Active Landslide Clearance / Road Blockage
544.19,33.8,21.0,13.12,0.714,1650,Heavy Supply Truck (16T),967.4,2096.0,1128.5,0.519,Active Landslide Clearance / Road Blockage
140.21,15.0,14.5,112.5,0.613,1550,Heavy Supply Truck (16T),560.8,1248.2,687.4,0.598,Torrential Rainfall & Reduced Visibility
806.52,45.0,21.0,19.18,0.737,1650,Refrigerated Medical Van,1075.4,2172.9,1097.5,0.545,Steep Mountain Grade & Hairpin Bends
49.88,30.0,16.0,22.64,0.444,2100,Refrigerated Medical Van,99.8,148.1,48.3,0.345,Standard Mountain Traffic Flow
111.3,30.0,24.2,48.69,0.804,3200,Refrigerated Medical Van,222.6,517.1,294.5,0.636,Steep Mountain Grade & Hairpin Bends
484.74,51.7,21.0,44.99,0.717,1650,Light Disaster Utility (4WD),562.0,1276.6,714.6,0.569,Active Landslide Clearance / Road Blockage
217.28,45.0,6.0,36.14,0.452,320,Refrigerated Medical Van,289.7,453.2,163.5,0.371,Standard Mountain Traffic Flow
254.43,45.0,22.0,28.22,0.76,1400,Refrigerated Medical Van,339.2,801.1,461.9,0.574,Active Landslide Clearance / Road Blockage
510.77,45.0,21.0,32.48,0.685,1650,4x4 Hill Freight Carrier,681.0,1343.7,662.6,0.528,Steep Mountain Grade & Hairpin Bends
255.94,51.7,4.2,15.51,0.212,95,Light Disaster Utility (4WD),296.7,348.7,52.0,0.171,Standard Mountain Traffic Flow
250.95,33.8,4.2,41.39,0.228,95,Heavy Supply Truck (16T),446.1,588.2,142.1,0.221,Standard Mountain Traffic Flow
218.26,45.0,6.0,23.07,0.283,320,4x4 Hill Freight Carrier,291.0,372.5,81.5,0.233,Standard Mountain Traffic Flow
102.29,23.0,14.5,14.81,0.26,1550,Light Disaster Utility (4WD),266.8,324.4,57.5,0.204,Standard Mountain Traffic Flow
113.47,15.0,14.5,79.38,0.474,1550,Heavy Supply Truck (16T),453.9,823.8,369.9,0.451,Torrential Rainfall & Reduced Visibility
155.55,33.8,6.0,28.62,0.281,320,Heavy Supply Truck (16T),276.5,361.2,84.7,0.24,Standard Mountain Traffic Flow
458.22,33.8,8.5,98.34,0.723,350,Heavy Supply Truck (16T),814.6,1942.1,1127.5,0.654,Torrential Rainfall & Reduced Visibility
180.98,51.7,6.0,7.01,0.271,320,Light Disaster Utility (4WD),209.8,249.1,39.3,0.2,Standard Mountain Traffic Flow
180.93,33.8,6.0,24.3,0.276,320,Heavy Supply Truck (16T),321.7,411.4,89.7,0.229,Standard Mountain Traffic Flow
82.51,34.5,24.2,13.58,0.71,3200,Light Disaster Utility (4WD),143.5,277.2,133.7,0.517,Steep Mountain Grade & Hairpin Bends
114.79,34.5,24.2,17.61,0.731,3200,Light Disaster Utility (4WD),199.6,495.7,296.1,0.538,Active Landslide Clearance / Road Blockage
648.17,33.8,21.0,67.42,0.911,1650,Heavy Supply Truck (16T),1152.3,3237.0,2084.7,0.739,Active Landslide Clearance / Road Blockage
114.0,30.0,24.2,7.24,0.671,3200,4x4 Hill Freight Carrier,228.0,620.5,392.5,0.481,Active Landslide Clearance / Road Blockage
58.43,22.5,16.0,25.26,0.49,2100,Heavy Supply Truck (16T),155.8,244.5,88.7,0.381,Standard Mountain Traffic Flow
165.49,45.0,6.0,81.8,0.615,320,Refrigerated Medical Van,220.6,493.0,272.4,0.553,Active Landslide Clearance / Road Blockage
412.4,45.0,18.0,19.07,0.478,1500,Refrigerated Medical Van,549.9,835.4,285.5,0.363,Standard Mountain Traffic Flow
35.01,30.0,16.0,64.12,0.742,2100,4x4 Hill Freight Carrier,70.0,158.0,88.0,0.616,Torrential Rainfall & Reduced Visibility
70.0,22.5,24.2,0.1,0.554,3200,Heavy Supply Truck (16T),186.7,290.0,103.3,0.388,Steep Mountain Grade & Hairpin Bends
524.72,45.0,21.0,36.58,0.714,1650,4x4 Hill Freight Carrier,699.6,1519.0,819.3,0.555,Active Landslide Clearance / Road Blockage
125.52,51.7,6.0,44.33,0.366,320,Light Disaster Utility (4WD),145.5,270.4,124.9,0.323,Active Landslide Clearance / Road Blockage
76.25,23.0,31.4,6.26,0.735,4170,Light Disaster Utility (4WD),198.9,619.0,420.1,0.524,Active Landslide Clearance / Road Blockage
40.87,30.0,16.0,39.46,0.447,2100,4x4 Hill Freight Carrier,81.7,163.3,81.6,0.372,Active Landslide Clearance / Road Blockage
96.82,22.5,26.5,18.26,0.694,2450,Heavy Supply Truck (16T),258.2,554.0,295.8,0.513,Active Landslide Clearance / Road Blockage
506.66,45.0,18.0,6.43,0.499,1500,4x4 Hill Freight Carrier,675.5,1007.0,331.4,0.359,Standard Mountain Traffic Flow
765.68,45.0,21.0,49.74,0.798,1650,Refrigerated Medical Van,1020.9,2549.2,1528.3,0.633,Active Landslide Clearance / Road Blockage
164.22,33.8,6.0,6.11,0.27,320,Heavy Supply Truck (16T),292.0,345.1,53.2,0.198,Standard Mountain Traffic Flow
599.48,45.0,21.0,5.44,0.71,1650,Refrigerated Medical Van,799.3,1511.9,712.5,0.505,Steep Mountain Grade & Hairpin Bends
252.98,33.8,22.0,32.56,0.843,1400,Heavy Supply Truck (16T),449.7,1051.7,602.0,0.639,Steep Mountain Grade & Hairpin Bends
136.61,33.8,6.0,24.29,0.331,320,Heavy Supply Truck (16T),242.9,325.4,82.5,0.268,Standard Mountain Traffic Flow
104.01,34.5,24.2,107.82,1.0,3200,Light Disaster Utility (4WD),180.9,567.8,386.9,0.862,Torrential Rainfall & Reduced Visibility
80.98,20.0,14.5,10.07,0.259,1550,Refrigerated Medical Van,242.9,289.4,46.4,0.197,Standard Mountain Traffic Flow
51.94,51.7,12.8,21.34,0.379,240,Light Disaster Utility (4WD),60.2,83.5,23.2,0.297,Standard Mountain Traffic Flow
454.87,33.8,8.5,35.5,0.341,350,Heavy Supply Truck (16T),808.7,1138.7,330.0,0.292,Standard Mountain Traffic Flow
604.27,45.0,21.0,5.85,0.556,1650,4x4 Hill Freight Carrier,805.7,1321.5,515.8,0.398,Active Landslide Clearance / Road Blockage
103.38,23.0,14.5,57.39,0.44,1550,Light Disaster Utility (4WD),269.7,445.4,175.7,0.394,Standard Mountain Traffic Flow
103.38,20.0,14.5,7.07,0.278,1550,4x4 Hill Freight Carrier,310.2,370.8,60.6,0.205,Standard Mountain Traffic Flow
104.78,22.5,24.2,19.99,0.667,3200,Heavy Supply Truck (16T),279.4,523.0,243.6,0.497,Steep Mountain Grade & Hairpin Bends
163.01,45.0,4.2,45.04,0.27,95,4x4 Hill Freight Carrier,217.3,299.3,82.0,0.257,Standard Mountain Traffic Flow
518.56,51.7,21.0,22.44,0.8,1650,Light Disaster Utility (4WD),601.2,1313.1,711.9,0.594,Steep Mountain Grade & Hairpin Bends
59.39,30.0,16.0,60.69,0.555,2100,4x4 Hill Freight Carrier,118.8,256.1,137.3,0.48,Active Landslide Clearance / Road Blockage
50.27,15.0,31.4,16.68,0.844,4170,Heavy Supply Truck (16T),201.1,454.7,253.7,0.616,Steep Mountain Grade & Hairpin Bends
67.82,33.8,12.8,5.02,0.475,240,Heavy Supply Truck (16T),120.6,174.1,53.5,0.34,Standard Mountain Traffic Flow
222.96,45.0,4.2,6.05,0.105,95,Refrigerated Medical Van,297.3,314.5,17.3,0.083,Standard Mountain Traffic Flow
80.41,20.0,31.4,1.47,0.786,4170,4x4 Hill Freight Carrier,241.2,618.0,376.8,0.553,Active Landslide Clearance / Road Blockage
54.33,30.0,16.0,7.72,0.438,2100,Refrigerated Medical Van,108.7,152.1,43.5,0.318,Standard Mountain Traffic Flow
94.48,30.0,24.2,13.09,0.733,3200,4x4 Hill Freight Carrier,189.0,374.1,185.1,0.533,Steep Mountain Grade & Hairpin Bends
392.51,51.7,18.0,27.29,0.724,1500,Light Disaster Utility (4WD),455.1,924.2,469.2,0.548,Standard Mountain Traffic Flow
171.06,51.7,6.0,6.78,0.234,320,Light Disaster Utility (4WD),198.3,228.3,29.9,0.174,Standard Mountain Traffic Flow
327.67,33.8,18.0,0.17,0.573,1500,Heavy Supply Truck (16T),582.5,975.9,393.4,0.401,Active Landslide Clearance / Road Blockage
167.63,33.8,4.2,95.86,0.462,95,Heavy Supply Truck (16T),298.0,559.4,261.4,0.467,Torrential Rainfall & Reduced Visibility
621.91,33.8,21.0,74.66,0.95,1650,Heavy Supply Truck (16T),1105.6,3132.4,2026.8,0.777,Torrential Rainfall & Reduced Visibility
153.0,51.7,4.2,7.45,0.198,95,Light Disaster Utility (4WD),177.4,199.4,22.0,0.15,Standard Mountain Traffic Flow
143.5,45.0,4.2,37.78,0.329,95,Refrigerated Medical Van,191.3,268.8,77.4,0.287,Standard Mountain Traffic Flow
357.85,51.7,18.0,51.33,0.694,1500,Light Disaster Utility (4WD),414.9,936.0,521.1,0.563,Active Landslide Clearance / Road Blockage
142.81,33.8,6.0,12.51,0.183,320,Heavy Supply Truck (16T),253.9,288.8,34.9,0.147,Standard Mountain Traffic Flow
427.06,33.8,8.5,3.06,0.239,350,Heavy Supply Truck (16T),759.2,863.5,104.3,0.172,Standard Mountain Traffic Flow
64.84,23.0,31.4,54.46,0.894,4170,Light Disaster Utility (4WD),169.2,632.7,463.6,0.707,Active Landslide Clearance / Road Blockage
419.92,51.7,18.0,31.02,0.572,1500,Light Disaster Utility (4WD),486.9,896.4,409.5,0.447,Active Landslide Clearance / Road Blockage
304.49,33.8,18.0,53.73,0.767,1500,Heavy Supply Truck (16T),541.3,1442.3,901.0,0.617,Active Landslide Clearance / Road Blockage
277.4,51.7,22.0,6.76,0.762,1400,Light Disaster Utility (4WD),321.6,647.9,326.3,0.543,Steep Mountain Grade & Hairpin Bends
379.78,33.8,18.0,20.44,0.621,1500,Heavy Supply Truck (16T),675.2,1202.8,527.6,0.466,Standard Mountain Traffic Flow
178.93,33.8,6.0,0.78,0.186,320,Heavy Supply Truck (16T),318.1,344.1,26.0,0.132,Standard Mountain Traffic Flow
311.17,45.0,22.0,57.28,0.801,1400,Refrigerated Medical Van,414.9,1048.1,633.2,0.647,Active Landslide Clearance / Road Blockage
56.94,33.8,12.8,8.85,0.392,240,Heavy Supply Truck (16T),101.2,173.6,72.3,0.288,Active Landslide Clearance / Road Blockage
797.3,33.8,21.0,25.67,0.718,1650,Heavy Supply Truck (16T),1417.4,2986.0,1568.6,0.541,Active Landslide Clearance / Road Blockage
58.73,30.0,16.0,19.12,0.496,2100,4x4 Hill Freight Carrier,117.5,181.9,64.4,0.376,Standard Mountain Traffic Flow
87.3,20.0,31.4,10.34,0.808,4170,Refrigerated Medical Van,261.9,788.7,526.8,0.581,Active Landslide Clearance / Road Blockage
452.27,51.7,21.0,20.85,0.694,1650,Light Disaster Utility (4WD),524.4,1131.7,607.3,0.517,Active Landslide Clearance / Road Blockage
118.86,22.5,26.5,47.34,0.792,2450,Heavy Supply Truck (16T),317.0,908.2,591.2,0.625,Active Landslide Clearance / Road Blockage
55.43,23.0,31.4,50.47,0.836,4170,Light Disaster Utility (4WD),144.6,511.8,367.2,0.661,Active Landslide Clearance / Road Blockage
227.02,45.0,6.0,12.44,0.271,320,Refrigerated Medical Van,302.7,367.6,64.9,0.208,Standard Mountain Traffic Flow
53.32,20.0,31.4,104.73,1.0,4170,4x4 Hill Freight Carrier,160.0,552.2,392.3,0.857,Active Landslide Clearance / Road Blockage
82.3,20.0,31.4,22.34,0.779,4170,Refrigerated Medical Van,246.9,693.1,446.2,0.579,Active Landslide Clearance / Road Blockage
215.32,45.0,4.2,9.89,0.151,95,4x4 Hill Freight Carrier,287.1,316.5,29.4,0.12,Standard Mountain Traffic Flow
255.81,45.0,4.2,10.88,0.257,95,4x4 Hill Freight Carrier,341.1,406.8,65.8,0.196,Standard Mountain Traffic Flow
278.45,33.8,8.5,80.72,0.496,350,Heavy Supply Truck (16T),495.0,918.8,423.8,0.468,Torrential Rainfall & Reduced Visibility
44.61,30.0,16.0,2.53,0.463,2100,4x4 Hill Freight Carrier,89.2,126.0,36.8,0.328,Standard Mountain Traffic Flow
48.7,22.5,16.0,35.58,0.44,2100,Heavy Supply Truck (16T),129.9,200.5,70.6,0.362,Standard Mountain Traffic Flow
130.02,51.7,6.0,10.04,0.238,320,Light Disaster Utility (4WD),150.7,176.6,25.8,0.182,Standard Mountain Traffic Flow
663.42,51.7,21.0,4.98,0.672,1650,Light Disaster Utility (4WD),769.2,1448.5,679.3,0.478,Active Landslide Clearance / Road Blockage
74.19,30.0,24.2,4.1,0.644,3200,Refrigerated Medical Van,148.4,258.9,110.6,0.457,Steep Mountain Grade & Hairpin Bends
118.79,20.0,14.5,46.8,0.269,1550,Refrigerated Medical Van,356.4,493.3,136.9,0.258,Standard Mountain Traffic Flow
120.9,22.5,26.5,28.15,0.656,2450,Heavy Supply Truck (16T),322.4,734.8,412.5,0.501,Active Landslide Clearance / Road Blockage
247.33,51.7,4.2,7.84,0.05,95,Light Disaster Utility (4WD),286.8,300.1,13.3,0.05,Standard Mountain Traffic Flow
33.77,22.5,16.0,31.61,0.517,2100,Heavy Supply Truck (16T),90.0,148.3,58.2,0.41,Standard Mountain Traffic Flow
756.72,45.0,21.0,2.39,0.601,1650,4x4 Hill Freight Carrier,1009.0,1667.1,658.2,0.424,Steep Mountain Grade & Hairpin Bends
36.73,30.0,16.0,20.51,0.387,2100,4x4 Hill Freight Carrier,73.5,102.3,28.8,0.302,Standard Mountain Traffic Flow
